Sr. no,Date,Open,High,Low,Close,Volume
542,2023-04-17T10:40:00+0530,1664.4,1667.55,1664,1667.25,62203
543,2023-04-17T10:45:00+0530,1667.25,1669.9,1667.25,1667.8,155532
544,2023-04-17T10:50:00+0530,1667.8,1670.3,1665.1,1666.25,646790
545,2023-04-17T10:55:00+0530,1666.75,1667.8,1663,1663.55,181162
546,2023-04-17T11:00:00+0530,1663.55,1664.6,1661.15,1661.25,134631
547,2023-04-17T11:05:00+0530,1661.45,1662.9,1660.6,1662.3,61387
548,2023-04-17T11:10:00+0530,1662.25,1662.95,1660.45,1660.55,74098
549,2023-04-17T11:15:00+0530,1660.75,1662.95,1659.4,1661.1,158190
550,2023-04-17T11:20:00+0530,1661.35,1661.4,1657.85,1659.85,175404
551,2023-04-17T11:25:00+0530,1659.85,1661.35,1658.3,1659,200665
552,2023-04-17T11:30:00+0530,1658.65,1661.35,1658.4,1660.05,82237
553,2023-04-17T11:35:00+0530,1660.05,1660.9,1659.3,1660.35,45245
554,2023-04-17T11:40:00+0530,1660.35,1663,1660,1661.85,68777
555,2023-04-17T11:45:00+0530,1662.05,1664,1661.75,1663.3,58318
556,2023-04-17T11:50:00+0530,1663.3,1663.3,1660.5,1661.8,116534
557,2023-04-17T11:55:00+0530,1662,1662.9,1660.85,1661.8,94269
558,2023-04-17T12:00:00+0530,1661.8,1662.4,1660.6,1661.75,141484
559,2023-04-17T12:05:00+0530,1661.8,1662.6,1660.4,1661.6,325960
560,2023-04-17T12:10:00+0530,1661.4,1663.25,1660.8,1660.8,80134
561,2023-04-17T12:15:00+0530,1660.8,1662,1659.8,1661.45,297056
562,2023-04-17T12:20:00+0530,1661.45,1663.5,1660.45,1663.3,110440
563,2023-04-17T12:25:00+0530,1663.35,1665.45,1663.1,1664.35,106661
564,2023-04-17T12:30:00+0530,1664.35,1665.05,1661.3,1664.55,307128
565,2023-04-17T12:35:00+0530,1664.55,1665.5,1663.15,1665.25,183147
566,2023-04-17T12:40:00+0530,1665.25,1666.4,1664.5,1666.2,106577
567,2023-04-17T12:45:00+0530,1666.3,1668.35,1666,1667.85,77711
568,2023-04-17T12:50:00+0530,1667.55,1668,1666.25,1667.55,59763
569,2023-04-17T12:55:00+0530,1667.55,1669.2,1666.8,1667.7,73596
570,2023-04-17T13:00:00+0530,1667.7,1667.7,1664.5,1664.75,64690
571,2023-04-17T13:05:00+0530,1664.75,1666,1663.5,1665.8,67558
572,2023-04-17T13:10:00+0530,1665.8,1667,1665.3,1666.6,44864
573,2023-04-17T13:15:00+0530,1666.55,1666.55,1662,1663,289161
574,2023-04-17T13:20:00+0530,1662.3,1668.45,1662.3,1666,574976
575,2023-04-17T13:25:00+0530,1665.3,1666,1662.25,1664.6,301073
576,2023-04-17T13:30:00+0530,1664.8,1665.45,1663.65,1664.8,51701
577,2023-04-17T13:35:00+0530,1664.8,1665.15,1664.2,1665,52635
578,2023-04-17T13:40:00+0530,1665,1667.2,1664.55,1666.95,64543
579,2023-04-17T13:45:00+0530,1667,1667.95,1665.15,1666.7,106955
580,2023-04-17T13:50:00+0530,1666.75,1667.75,1666.05,1666.65,203126
581,2023-04-17T13:55:00+0530,1666.5,1667.2,1663.8,1666.7,257085
582,2023-04-17T14:00:00+0530,1666.7,1666.9,1662.7,1663.35,345909
583,2023-04-17T14:05:00+0530,1663.85,1665.6,1663.2,1663.75,166289
584,2023-04-17T14:10:00+0530,1663.65,1666.5,1663.6,1665.5,90530
585,2023-04-17T14:15:00+0530,1665.5,1666,1664.8,1665.35,87985
586,2023-04-17T14:20:00+0530,1665.35,1665.8,1663.85,1665.3,70086
587,2023-04-17T14:25:00+0530,1665.3,1665.9,1664.95,1665.1,49485
588,2023-04-17T14:30:00+0530,1665,1666,1664.9,1665.5,63870
589,2023-04-17T14:35:00+0530,1665.5,1666,1663.7,1664.9,71537
590,2023-04-17T14:40:00+0530,1664.95,1666.5,1661.6,1665.5,436665
591,2023-04-17T14:45:00+0530,1665.5,1666.9,1663.8,1663.8,98878
592,2023-04-17T14:50:00+0530,1663.75,1666.3,1663.55,1665.25,213695
593,2023-04-17T14:55:00+0530,1665.25,1666.3,1664,1664.35,187782
594,2023-04-17T15:00:00+0530,1664.85,1666.95,1664.6,1666.45,203023
595,2023-04-17T15:05:00+0530,1666.4,1668.1,1666.1,1667.95,108456
596,2023-04-17T15:10:00+0530,1667.9,1670,1667.1,1669.65,141243
597,2023-04-17T15:15:00+0530,1669.45,1670,1667.05,1667.95,217522
598,2023-04-17T15:20:00+0530,1668,1668,1663.6,1665.35,352918
599,2023-04-17T15:25:00+0530,1665.1,1666.7,1664.5,1666,201537
600,2023-04-18T09:15:00+0530,1670,1672.15,1665,1666,385171
601,2023-04-18T09:20:00+0530,1666.1,1666.85,1663.05,1665.75,471423
602,2023-04-18T09:25:00+0530,1666.25,1670.7,1664.5,1670.2,394520
603,2023-04-18T09:30:00+0530,1670.45,1670.85,1669,1669,369191
604,2023-04-18T09:35:00+0530,1668.8,1672.45,1667.25,1668.75,594916
605,2023-04-18T09:40:00+0530,1668.7,1673.8,1668.7,1672.05,407244
606,2023-04-18T09:45:00+0530,1671.8,1672.5,1670.55,1672.3,272202
607,2023-04-18T09:50:00+0530,1671.7,1672.55,1669.3,1669.9,207755
608,2023-04-18T09:55:00+0530,1669.85,1671.3,1669.3,1670.85,76216
609,2023-04-18T10:00:00+0530,1671.05,1671.9,1669.3,1669.65,88486
610,2023-04-18T10:05:00+0530,1669.8,1672.45,1669.55,1671.65,230848
611,2023-04-18T10:10:00+0530,1671.8,1673.4,1670.15,1672.35,228133
612,2023-04-18T10:15:00+0530,1672.35,1672.5,1670.6,1671.45,50114
613,2023-04-18T10:20:00+0530,1672,1672.35,1670.25,1671.55,62616
614,2023-04-18T10:25:00+0530,1671.75,1675,1670.55,1674.1,112241
615,2023-04-18T10:30:00+0530,1673.95,1677.05,1673.8,1676.05,149759
616,2023-04-18T10:35:00+0530,1676.05,1676.55,1673.25,1673.25,300181
617,2023-04-18T10:40:00+0530,1673.55,1674.45,1672.55,1673.2,129024
618,2023-04-18T10:45:00+0530,1673.2,1675.05,1669.1,1671.75,1131355
619,2023-04-18T10:50:00+0530,1671.9,1672.4,1669.55,1670.5,236418
620,2023-04-18T10:55:00+0530,1670.7,1670.7,1669.3,1669.6,152567
621,2023-04-18T11:00:00+0530,1669.65,1670.8,1667.8,1667.8,221072
622,2023-04-18T11:05:00+0530,1668,1670,1667,1668.05,163515
623,2023-04-18T11:10:00+0530,1668,1668.9,1667.4,1668.05,41273
624,2023-04-18T11:15:00+0530,1668.4,1670.35,1667.55,1669.95,170640
625,2023-04-18T11:20:00+0530,1670.4,1670.4,1668.5,1669.3,39238
626,2023-04-18T11:25:00+0530,1669.35,1669.95,1669,1669.5,38329
627,2023-04-18T11:30:00+0530,1669.6,1669.95,1668.05,1668.2,55977
628,2023-04-18T11:35:00+0530,1668.35,1670,1667.2,1668.45,97099
629,2023-04-18T11:40:00+0530,1668.15,1669.8,1667.65,1668.45,63950
630,2023-04-18T11:45:00+0530,1668.45,1668.45,1666.25,1666.3,114579
631,2023-04-18T11:50:00+0530,1666.35,1668.4,1666,1668.25,117356
632,2023-04-18T11:55:00+0530,1668.35,1668.95,1666.5,1666.9,117599
633,2023-04-18T12:00:00+0530,1666.9,1669,1666.55,1668.1,126649
634,2023-04-18T12:05:00+0530,1668.1,1669.8,1668.1,1669.15,111962
635,2023-04-18T12:10:00+0530,1669.4,1670.5,1669.05,1670,68928
636,2023-04-18T12:15:00+0530,1670.1,1671,1669.95,1670.2,64938
637,2023-04-18T12:20:00+0530,1670.2,1671,1669.2,1669.2,100917
638,2023-04-18T12:25:00+0530,1669.4,1671.4,1669.1,1670.15,255786
639,2023-04-18T12:30:00+0530,1670.4,1671.8,1669.35,1669.95,138179
640,2023-04-18T12:35:00+0530,1670.7,1673.1,1669.1,1672,248695
641,2023-04-18T12:40:00+0530,1672,1673,1671.25,1671.4,72437
642,2023-04-18T12:45:00+0530,1671.55,1671.8,1670.2,1670.55,150699
643,2023-04-18T12:50:00+0530,1670.55,1671.2,1669.5,1670.5,111080
644,2023-04-18T12:55:00+0530,1670,1671.95,1669.8,1671.85,65140
645,2023-04-18T13:00:00+0530,1671.95,1672.5,1671,1671,53661
646,2023-04-18T13:05:00+0530,1671.05,1672.2,1671.05,1671.7,33188
647,2023-04-18T13:10:00+0530,1671.75,1672.5,1670.5,1671.35,51778
648,2023-04-18T13:15:00+0530,1671.4,1671.5,1669.5,1671.25,113364
649,2023-04-18T13:20:00+0530,1671,1671.1,1668.35,1669.55,240782
650,2023-04-18T13:25:00+0530,1669.8,1669.8,1667.25,1667.65,71765
651,2023-04-18T13:30:00+0530,1667.65,1669.5,1666.5,1666.6,314322
652,2023-04-18T13:35:00+0530,1666.4,1667.2,1665,1665.7,137245
653,2023-04-18T13:40:00+0530,1665.85,1665.85,1662,1662.5,171715
654,2023-04-18T13:45:00+0530,1662.8,1663.8,1659,1661.55,107743
655,2023-04-18T13:50:00+0530,1661.65,1662.8,1659.5,1660.05,79263
656,2023-04-18T13:55:00+0530,1660.1,1664.3,1659.1,1663.8,138658
657,2023-04-18T14:00:00+0530,1663.75,1665,1661,1661.5,53947
658,2023-04-18T14:05:00+0530,1661.5,1662,1660,1660.35,112378
659,2023-04-18T14:10:00+0530,1660.5,1663.4,1660.5,1660.9,83999
660,2023-04-18T14:15:00+0530,1660.95,1663,1659.65,1661.4,423347
661,2023-04-18T14:20:00+0530,1661.4,1662.05,1658.35,1659.85,415676
662,2023-04-18T14:25:00+0530,1659.85,1661.75,1659.75,1661.7,203066
663,2023-04-18T14:30:00+0530,1661.7,1662.55,1658.85,1661.25,174180
664,2023-04-18T14:35:00+0530,1661.25,1661.85,1658.55,1660.4,166185
665,2023-04-18T14:40:00+0530,1660.15,1661.7,1659.9,1660.55,151309
666,2023-04-18T14:45:00+0530,1660.2,1661.8,1659.05,1661.7,177497
667,2023-04-18T14:50:00+0530,1661.8,1664,1661.6,1664,84152
668,2023-04-18T14:55:00+0530,1663.75,1664.7,1661.6,1661.7,134525
669,2023-04-18T15:00:00+0530,1662.3,1663.95,1659.05,1662.2,562348
670,2023-04-18T15:05:00+0530,1662.2,1662.8,1658,1658.65,491711
671,2023-04-18T15:10:00+0530,1658.2,1659.9,1657.6,1658.05,323115
672,2023-04-18T15:15:00+0530,1657.85,1659.6,1657.3,1658.6,259535
673,2023-04-18T15:20:00+0530,1658.6,1659,1656.7,1657.95,360171
674,2023-04-18T15:25:00+0530,1657.95,1660.2,1657.5,1660.05,140883
675,2023-04-19T09:15:00+0530,1665,1667.95,1663.9,1664.3,186203
676,2023-04-19T09:20:00+0530,1664.05,1665.8,1661.4,1662.3,105625
677,2023-04-19T09:25:00+0530,1662.3,1665.75,1661.85,1662.85,242866
678,2023-04-19T09:30:00+0530,1662.85,1664.4,1661,1663.05,177553
679,2023-04-19T09:35:00+0530,1663.05,1665.65,1661.7,1664.35,357605
680,2023-04-19T09:40:00+0530,1664.25,1664.35,1660.6,1661.8,269787
681,2023-04-19T09:45:00+0530,1661.8,1662.8,1660.1,1661.65,158720
682,2023-04-19T09:50:00+0530,1661.7,1663.5,1661.1,1662.1,98156
683,2023-04-19T09:55:00+0530,1662,1663.8,1659.6,1660.55,211763
684,2023-04-19T10:00:00+0530,1660.55,1660.95,1658.25,1659.05,136583
685,2023-04-19T10:05:00+0530,1659.05,1660.95,1657.65,1660,263686
686,2023-04-19T10:10:00+0530,1659.95,1661.7,1659.85,1661.7,105742
687,2023-04-19T10:15:00+0530,1661.7,1662.5,1661.15,1661.6,66693
688,2023-04-19T10:20:00+0530,1661.6,1662.5,1661.55,1662.4,52714
689,2023-04-19T10:25:00+0530,1662.4,1663.5,1661.6,1662.4,112155
690,2023-04-19T10:30:00+0530,1662.3,1663.5,1661.95,1663.25,79655
691,2023-04-19T10:35:00+0530,1663.3,1664,1661.55,1661.55,353306
692,2023-04-19T10:40:00+0530,1661.5,1664,1661.25,1663.1,129534
693,2023-04-19T10:45:00+0530,1663.55,1663.55,1662.4,1663.4,16337
694,2023-04-19T10:50:00+0530,1663.4,1663.5,1662.8,1663.45,13511
695,2023-04-19T10:55:00+0530,1663.4,1664,1661.85,1663.4,99968
696,2023-04-19T11:00:00+0530,1663.4,1664.85,1662.9,1664.2,335004
697,2023-04-19T11:05:00+0530,1664.3,1664.4,1663,1663.65,328626
698,2023-04-19T11:10:00+0530,1663.8,1665,1662.75,1663.7,162393
699,2023-04-19T11:15:00+0530,1663.75,1664.6,1663.05,1663.45,79286
700,2023-04-19T11:20:00+0530,1663.45,1664.2,1663,1664.15,47018
701,2023-04-19T11:25:00+0530,1664.15,1664.75,1663.2,1663.8,64467
702,2023-04-19T11:30:00+0530,1663.95,1665.3,1663.75,1665,36324
703,2023-04-19T11:35:00+0530,1665,1667,1665,1666.15,50473
704,2023-04-19T11:40:00+0530,1666.15,1666.4,1665.55,1666.3,31589
705,2023-04-19T11:45:00+0530,1666,1668.4,1665.55,1667.1,146151
706,2023-04-19T11:50:00+0530,1667.15,1667.9,1665.55,1666.5,122122
707,2023-04-19T11:55:00+0530,1666.55,1668.05,1666.15,1667.2,144319
708,2023-04-19T12:00:00+0530,1667.2,1667.8,1665.75,1667.4,123979
709,2023-04-19T12:05:00+0530,1667.15,1668.75,1666.45,1666.6,134502
710,2023-04-19T12:10:00+0530,1666.6,1668.15,1666.45,1666.7,197139
711,2023-04-19T12:15:00+0530,1666.9,1667.9,1666.6,1667.05,46829
712,2023-04-19T12:20:00+0530,1667,1668.3,1666.35,1666.45,109358
713,2023-04-19T12:25:00+0530,1666.45,1667.55,1666.25,1667.05,82341
714,2023-04-19T12:30:00+0530,1667,1668.55,1666.8,1668.35,116241
715,2023-04-19T12:35:00+0530,1668.35,1668.5,1666.2,1668,214069
716,2023-04-19T12:40:00+0530,1668,1668.2,1666.5,1667.7,282060
717,2023-04-19T12:45:00+0530,1667.7,1670.3,1667,1667.5,291213
718,2023-04-19T12:50:00+0530,1667.5,1668.8,1667.1,1667.6,165973
719,2023-04-19T12:55:00+0530,1667.8,1668,1667.55,1667.8,14183
720,2023-04-19T13:00:00+0530,1667.8,1669.15,1667.5,1669.15,81535
721,2023-04-19T13:05:00+0530,1669.1,1669.15,1665.2,1665.65,86675
722,2023-04-19T13:10:00+0530,1665.65,1665.8,1664.05,1665.15,39902
723,2023-04-19T13:15:00+0530,1665.15,1666,1664.5,1664.55,24604
724,2023-04-19T13:20:00+0530,1664.5,1666.4,1663.85,1666.4,85400
725,2023-04-19T13:25:00+0530,1666.4,1666.7,1663.65,1663.75,166636
726,2023-04-19T13:30:00+0530,1663.8,1664.75,1663.2,1664.65,75943
727,2023-04-19T13:35:00+0530,1664.6,1665,1664.05,1664.1,32903
728,2023-04-19T13:40:00+0530,1664.1,1664.5,1660.65,1661.65,60692
729,2023-04-19T13:45:00+0530,1661.95,1663.75,1660.1,1662.75,134387
730,2023-04-19T13:50:00+0530,1662.65,1663.2,1660.2,1662.65,207420
731,2023-04-19T13:55:00+0530,1662.65,1664.9,1661.2,1661.9,315565
732,2023-04-19T14:00:00+0530,1661.9,1662.85,1659.6,1660.2,352451
733,2023-04-19T14:05:00+0530,1659.6,1663,1657.7,1662.3,381702
734,2023-04-19T14:10:00+0530,1662.3,1664.2,1661.1,1662.8,134049
735,2023-04-19T14:15:00+0530,1662.6,1665.8,1662.35,1664.25,106890
736,2023-04-19T14:20:00+0530,1664.25,1665.45,1663.55,1665,25269
737,2023-04-19T14:25:00+0530,1665,1666.35,1664.65,1665.55,98984
738,2023-04-19T14:30:00+0530,1665.5,1667.25,1665.5,1665.65,159728
739,2023-04-19T14:35:00+0530,1665.65,1666,1663.55,1664.5,106080
740,2023-04-19T14:40:00+0530,1664.45,1664.75,1662.1,1663.55,137098
741,2023-04-19T14:45:00+0530,1663.3,1666.05,1662.1,1665.75,196624
742,2023-04-19T14:50:00+0530,1665.75,1666.9,1661.9,1663.85,632173
743,2023-04-19T14:55:00+0530,1663.85,1664,1662.6,1663.5,121823
744,2023-04-19T15:00:00+0530,1663.35,1665,1662.85,1664.9,60079
745,2023-04-19T15:05:00+0530,1664.95,1668.35,1664,1666,169495
746,2023-04-19T15:10:00+0530,1666,1666.4,1663.25,1666.35,461468
747,2023-04-19T15:15:00+0530,1666.35,1666.4,1662.5,1664.4,278752
748,2023-04-19T15:20:00+0530,1664.3,1667.8,1664.3,1666.05,650248
749,2023-04-19T15:25:00+0530,1666.05,1668.45,1665.6,1668,298351
750,2023-04-20T09:15:00+0530,1671.7,1673.7,1666.5,1672.3,890570
751,2023-04-20T09:20:00+0530,1672.4,1675.9,1672.4,1674.95,325272
752,2023-04-20T09:25:00+0530,1674.65,1675,1673.6,1675,307518
753,2023-04-20T09:30:00+0530,1675,1676.35,1675,1675.85,176822
754,2023-04-20T09:35:00+0530,1675.85,1677.4,1675.05,1675.75,129430
755,2023-04-20T09:40:00+0530,1675.75,1677.2,1674.5,1676,311599
756,2023-04-20T09:45:00+0530,1676.5,1676.85,1674.85,1675.75,76628
757,2023-04-20T09:50:00+0530,1675.75,1676.9,1675,1675.6,110519
758,2023-04-20T09:55:00+0530,1675.6,1675.6,1673.1,1673.65,85444
759,2023-04-20T10:00:00+0530,1673.7,1673.85,1670.35,1670.8,77249
760,2023-04-20T10:05:00+0530,1670.8,1670.8,1668.5,1668.85,253979
761,2023-04-20T10:10:00+0530,1668.85,1672.45,1668.15,1671.7,371619
762,2023-04-20T10:15:00+0530,1671.2,1673.85,1671.1,1673.85,138454
763,2023-04-20T10:20:00+0530,1673.95,1674.55,1672.5,1674.2,120714
764,2023-04-20T10:25:00+0530,1674,1674.2,1670.65,1671.75,167590
765,2023-04-20T10:30:00+0530,1671.65,1671.65,1669,1669.65,98191
766,2023-04-20T10:35:00+0530,1669.65,1670,1668.1,1668.85,99376
767,2023-04-20T10:40:00+0530,1668.8,1669,1667,1667.05,228080
768,2023-04-20T10:45:00+0530,1667.05,1670.5,1667,1670.15,325308
769,2023-04-20T10:50:00+0530,1670.4,1670.9,1668.7,1669.85,251707
770,2023-04-20T10:55:00+0530,1669.85,1673.3,1669.75,1673.1,275507
771,2023-04-20T11:00:00+0530,1673.1,1673.25,1669.15,1669.25,383484
772,2023-04-20T11:05:00+0530,1669.3,1669.95,1668.2,1668.55,157480
773,2023-04-20T11:10:00+0530,1668.6,1670.6,1668,1668.85,486630
774,2023-04-20T11:15:00+0530,1669.15,1670.65,1668.85,1670.15,124843
775,2023-04-20T11:20:00+0530,1670.05,1671.5,1669.75,1670.35,174946
776,2023-04-20T11:25:00+0530,1670.75,1671.9,1670.05,1671.8,110211
777,2023-04-20T11:30:00+0530,1671.8,1673.45,1670.6,1672.5,223569
778,2023-04-20T11:35:00+0530,1672.55,1674,1671.65,1672.9,152972
779,2023-04-20T11:40:00+0530,1672.65,1673,1671.6,1671.6,56805
780,2023-04-20T11:45:00+0530,1671.6,1671.65,1667.95,1670.85,462602
781,2023-04-20T11:50:00+0530,1670.75,1673.25,1670.1,1670.4,543562
782,2023-04-20T11:55:00+0530,1670.4,1672.55,1669.85,1671.55,148937
783,2023-04-20T12:00:00+0530,1671.55,1672.1,1671,1671.9,44836
784,2023-04-20T12:05:00+0530,1671.9,1672.05,1670,1670.75,123402
785,2023-04-20T12:10:00+0530,1670.8,1672,1669.25,1671.2,309287
786,2023-04-20T12:15:00+0530,1670.7,1671.4,1670.5,1670.9,24517
787,2023-04-20T12:20:00+0530,1670.75,1672.05,1670.75,1671.35,33228
788,2023-04-20T12:25:00+0530,1671.25,1671.75,1670.5,1671.25,36999
789,2023-04-20T12:30:00+0530,1671.55,1671.55,1669.4,1670.1,102737
790,2023-04-20T12:35:00+0530,1670.1,1671.5,1669,1669.35,357542
791,2023-04-20T12:40:00+0530,1669.35,1670.9,1668.45,1669.95,175611
792,2023-04-20T12:45:00+0530,1669.95,1670.5,1668.95,1669.7,61831
793,2023-04-20T12:50:00+0530,1669.7,1670.4,1669.25,1669.9,46838
794,2023-04-20T12:55:00+0530,1669.9,1670.45,1668.5,1670.15,140188
795,2023-04-20T13:00:00+0530,1670.1,1670.2,1667.8,1668.3,134809
796,2023-04-20T13:05:00+0530,1668.3,1670.3,1668,1668.7,297413
797,2023-04-20T13:10:00+0530,1668.7,1670.95,1668.05,1670.55,474656
798,2023-04-20T13:15:00+0530,1670.7,1671.5,1669.55,1671.35,291140
799,2023-04-20T13:20:00+0530,1671.35,1671.5,1669.2,1669.8,218710
800,2023-04-20T13:25:00+0530,1669.9,1670.4,1668.5,1670,189159
801,2023-04-20T13:30:00+0530,1669.95,1670.35,1669.6,1670.35,41573
802,2023-04-20T13:35:00+0530,1670,1671.35,1669.95,1670.7,44347
803,2023-04-20T13:40:00+0530,1670.65,1671.2,1669,1670.95,135789
804,2023-04-20T13:45:00+0530,1670.95,1671.2,1669.45,1669.8,178498
805,2023-04-20T13:50:00+0530,1669.8,1671.85,1669.7,1670.75,149299
806,2023-04-20T13:55:00+0530,1670.75,1671.5,1668.6,1669.75,188957
807,2023-04-20T14:00:00+0530,1669.7,1671.1,1669.25,1670.05,224864
808,2023-04-20T14:05:00+0530,1670.05,1670.4,1669.1,1670,195476
809,2023-04-20T14:10:00+0530,1670.4,1671.9,1669.95,1671.05,286371
810,2023-04-20T14:15:00+0530,1670.95,1672.9,1670.9,1672.75,134650
811,2023-04-20T14:20:00+0530,1672.05,1674.05,1671.2,1673.3,331475
812,2023-04-20T14:25:00+0530,1673.3,1673.4,1671.65,1673.3,120018
