Sr. no,Date,Open,High,Low,Close,Volume
1083,2023-04-26T12:00:00+0530,1668.3,1668.4,1666.95,1668.15,96480
1084,2023-04-26T12:05:00+0530,1668.15,1668.3,1667,1668.25,44164
1085,2023-04-26T12:10:00+0530,1668.1,1668.2,1665,1665.2,44299
1086,2023-04-26T12:15:00+0530,1665.2,1667.15,1665.05,1667.1,48118
1087,2023-04-26T12:20:00+0530,1667.1,1669,1666.8,1667.65,106794
1088,2023-04-26T12:25:00+0530,1667.75,1669,1667.75,1668.6,109199
1089,2023-04-26T12:30:00+0530,1668.6,1671.2,1668.2,1670.8,255197
1090,2023-04-26T12:35:00+0530,1670.75,1672.35,1670.25,1671.5,65145
1091,2023-04-26T12:40:00+0530,1671.75,1672.65,1671,1671.3,97383
1092,2023-04-26T12:45:00+0530,1671.3,1672.95,1669.15,1669.7,249385
1093,2023-04-26T12:50:00+0530,1669.8,1671.7,1669.35,1670.6,222168
1094,2023-04-26T12:55:00+0530,1670.6,1670.6,1667.25,1668.9,250636
1095,2023-04-26T13:00:00+0530,1668.9,1669.85,1668.35,1669.4,105386
1096,2023-04-26T13:05:00+0530,1669.4,1670,1668.45,1668.65,63238
1097,2023-04-26T13:10:00+0530,1669.3,1670.7,1668.45,1670.3,71830
1098,2023-04-26T13:15:00+0530,1670.25,1671.8,1670.25,1671.35,119918
1099,2023-04-26T13:20:00+0530,1671.1,1671.5,1668.45,1668.45,133411
1100,2023-04-26T13:25:00+0530,1668.45,1671.55,1668.4,1669.55,145570
1101,2023-04-26T13:30:00+0530,1669.5,1671.05,1668.4,1668.5,259257
1102,2023-04-26T13:35:00+0530,1668.55,1669.7,1667.55,1668.7,287125
1103,2023-04-26T13:40:00+0530,1668.65,1670.4,1668,1669.9,230489
1104,2023-04-26T13:45:00+0530,1669.9,1671.4,1669.65,1670.45,107853
1105,2023-04-26T13:50:00+0530,1670.95,1671,1669,1669.9,78699
1106,2023-04-26T13:55:00+0530,1669.85,1671.45,1669.6,1670.1,160633
1107,2023-04-26T14:00:00+0530,1669.95,1671.25,1669.45,1669.55,178234
1108,2023-04-26T14:05:00+0530,1669.65,1669.95,1668.6,1668.75,214706
1109,2023-04-26T14:10:00+0530,1668.55,1671.7,1668.25,1671.65,175656
1110,2023-04-26T14:15:00+0530,1671.5,1673.3,1670.05,1670.1,129227
1111,2023-04-26T14:20:00+0530,1670.1,1671.9,1669,1669.15,148034
1112,2023-04-26T14:25:00+0530,1669.2,1670.5,1668.3,1669.6,90307
1113,2023-04-26T14:30:00+0530,1669.55,1670.9,1669.1,1669.55,74112
1114,2023-04-26T14:35:00+0530,1669.6,1671.15,1668.5,1669.55,149885
1115,2023-04-26T14:40:00+0530,1669.95,1670.7,1668.6,1669.55,125629
1116,2023-04-26T14:45:00+0530,1669.6,1671.8,1669.1,1670.8,178429
1117,2023-04-26T14:50:00+0530,1670.8,1671.8,1668.2,1670,431895
1118,2023-04-26T14:55:00+0530,1670.3,1670.5,1669.15,1670.1,168676
1119,2023-04-26T15:00:00+0530,1670.1,1670.45,1669.05,1669.95,212555
1120,2023-04-26T15:05:00+0530,1670,1672.5,1669.95,1672.1,108119
1121,2023-04-26T15:10:00+0530,1672.1,1673.5,1672.05,1673.2,96178
1122,2023-04-26T15:15:00+0530,1673.25,1673.25,1671.25,1671.35,106417
1123,2023-04-26T15:20:00+0530,1671.35,1673.85,1670.35,1673.7,181604
1124,2023-04-26T15:25:00+0530,1673.75,1675,1671.85,1675,126939
1125,2023-04-27T09:15:00+0530,1670.5,1676.3,1667.6,1669.1,453507
1126,2023-04-27T09:20:00+0530,1669.1,1673.4,1667.55,1672.45,250790
1127,2023-04-27T09:25:00+0530,1672.45,1674.4,1670.5,1673.35,152405
1128,2023-04-27T09:30:00+0530,1673.6,1674.75,1671.65,1671.75,236039
1129,2023-04-27T09:35:00+0530,1671.85,1674.3,1669.3,1671.9,256994
1130,2023-04-27T09:40:00+0530,1671.35,1673,1670,1671.6,206934
1131,2023-04-27T09:45:00+0530,1672.35,1673.65,1671.2,1672.5,230124
1132,2023-04-27T09:50:00+0530,1672.25,1673.4,1669.1,1671.65,570669
1133,2023-04-27T09:55:00+0530,1671.65,1673,1669.65,1670.35,536880
1134,2023-04-27T10:00:00+0530,1670.75,1673.7,1670.55,1672.6,559608
1135,2023-04-27T10:05:00+0530,1672.6,1674.55,1672,1674.05,359692
1136,2023-04-27T10:10:00+0530,1674.05,1675.25,1672.15,1673.5,202221
1137,2023-04-27T10:15:00+0530,1673.5,1674.2,1671.8,1673,137051
1138,2023-04-27T10:20:00+0530,1673,1673.7,1671.55,1672.7,60402
1139,2023-04-27T10:25:00+0530,1672.7,1673.85,1671.8,1672.6,70189
1140,2023-04-27T10:30:00+0530,1672.85,1674.2,1671.6,1674.2,57302
1141,2023-04-27T10:35:00+0530,1674.1,1675.15,1671.9,1672.25,349223
1142,2023-04-27T10:40:00+0530,1672.15,1672.35,1670,1670,107516
1143,2023-04-27T10:45:00+0530,1670.15,1672.7,1669.55,1672.7,351629
1144,2023-04-27T10:50:00+0530,1672.65,1675.75,1671.75,1673.35,933617
1145,2023-04-27T10:55:00+0530,1673.3,1674.65,1671.1,1671.4,609490
1146,2023-04-27T11:00:00+0530,1671.45,1672.3,1669.7,1670.5,613123
1147,2023-04-27T11:05:00+0530,1670.5,1673.8,1670,1670.9,846103
1148,2023-04-27T11:10:00+0530,1670.9,1673.45,1670.85,1671,292880
1149,2023-04-27T11:15:00+0530,1671,1674,1670.1,1672.45,694039
1150,2023-04-27T11:20:00+0530,1672.15,1674.1,1670.6,1672.5,492539
1151,2023-04-27T11:25:00+0530,1672.75,1673.5,1671.55,1672.75,117737
1152,2023-04-27T11:30:00+0530,1672.65,1673.5,1671.7,1671.75,171253
1153,2023-04-27T11:35:00+0530,1671.75,1674.2,1671.75,1672.15,462067
1154,2023-04-27T11:40:00+0530,1672.15,1673.8,1672,1672.15,256155
1155,2023-04-27T11:45:00+0530,1672.4,1672.4,1670.35,1671.5,226997
1156,2023-04-27T11:50:00+0530,1671.6,1673.35,1670.95,1671,254687
1157,2023-04-27T11:55:00+0530,1670.9,1672.5,1670.6,1671.5,225390
1158,2023-04-27T12:00:00+0530,1671.5,1672,1670.35,1671.5,105118
1159,2023-04-27T12:05:00+0530,1671.5,1671.5,1669.05,1669.3,105958
1160,2023-04-27T12:10:00+0530,1669.5,1669.5,1667.55,1668.4,97149
1161,2023-04-27T12:15:00+0530,1668.4,1668.5,1665.85,1667.5,132258
1162,2023-04-27T12:20:00+0530,1667.5,1668.15,1666,1667.75,158811
1163,2023-04-27T12:25:00+0530,1667.75,1668.9,1667.1,1668.7,253556
1164,2023-04-27T12:30:00+0530,1669,1671.4,1668.7,1670.7,399335
1165,2023-04-27T12:35:00+0530,1670.65,1671.9,1669.05,1669.85,285087
1166,2023-04-27T12:40:00+0530,1670,1671.45,1669,1671.4,168079
1167,2023-04-27T12:45:00+0530,1671.15,1671.8,1669.85,1670,147779
1168,2023-04-27T12:50:00+0530,1670,1670,1668.05,1668.85,296140
1169,2023-04-27T12:55:00+0530,1668.85,1669.4,1667.4,1669.2,209221
1170,2023-04-27T13:00:00+0530,1669.2,1671.25,1669,1671.05,231141
1171,2023-04-27T13:05:00+0530,1671.25,1671.25,1670,1670.25,35027
1172,2023-04-27T13:10:00+0530,1670.1,1671.95,1670.05,1670.8,106511
1173,2023-04-27T13:15:00+0530,1671,1673,1670.8,1673,50634
1174,2023-04-27T13:20:00+0530,1672.8,1675,1672.5,1674.95,160588
1175,2023-04-27T13:25:00+0530,1674.7,1675,1673.4,1674.6,191952
1176,2023-04-27T13:30:00+0530,1674.7,1676.4,1674.6,1675.2,175128
1177,2023-04-27T13:35:00+0530,1675.5,1675.5,1673.65,1674,152621
1178,2023-04-27T13:40:00+0530,1674.2,1675.8,1672.35,1675.25,622506
1179,2023-04-27T13:45:00+0530,1675.05,1675.8,1672.1,1673.25,485879
1180,2023-04-27T13:50:00+0530,1673.15,1674.2,1671.5,1674.15,639951
1181,2023-04-27T13:55:00+0530,1674.15,1676.8,1674.05,1676.55,333457
1182,2023-04-27T14:00:00+0530,1676.4,1677.95,1675,1676.85,219954
1183,2023-04-27T14:05:00+0530,1676.85,1678.65,1676.55,1676.8,99704
1184,2023-04-27T14:10:00+0530,1676.55,1677,1675.2,1675.25,173768
1185,2023-04-27T14:15:00+0530,1675.3,1675.55,1672.1,1673,304754
1186,2023-04-27T14:20:00+0530,1673.85,1675,1671.45,1675,184171
1187,2023-04-27T14:25:00+0530,1674.85,1675.45,1672.55,1673,123551
1188,2023-04-27T14:30:00+0530,1673,1675.8,1673,1675.5,236935
1189,2023-04-27T14:35:00+0530,1675.5,1675.8,1672.05,1673.1,455157
1190,2023-04-27T14:40:00+0530,1673.2,1675.2,1672.7,1674.4,635717
1191,2023-04-27T14:45:00+0530,1674.4,1675.9,1672.6,1675.15,350265
1192,2023-04-27T14:50:00+0530,1675.4,1677.45,1674.55,1677.25,161397
1193,2023-04-27T14:55:00+0530,1677.25,1678.7,1675.2,1677.15,254775
1194,2023-04-27T15:00:00+0530,1677.05,1680.75,1676.35,1677.6,680153
1195,2023-04-27T15:05:00+0530,1677.9,1680.6,1677.6,1678.7,506642
1196,2023-04-27T15:10:00+0530,1678.7,1681,1678,1680,593944
1197,2023-04-27T15:15:00+0530,1680,1685.15,1678.55,1683.6,774852
1198,2023-04-27T15:20:00+0530,1683.65,1684.9,1682.1,1682.5,598547
1199,2023-04-27T15:25:00+0530,1682.5,1683.45,1680,1680,247456
1200,2023-04-28T09:15:00+0530,1684.7,1684.7,1671.25,1672,550837
1201,2023-04-28T09:20:00+0530,1671.75,1675.5,1670.7,1672.55,686787
1202,2023-04-28T09:25:00+0530,1672.55,1674.8,1671.9,1672.45,268036
1203,2023-04-28T09:30:00+0530,1672.45,1675.95,1672.45,1675.95,218941
1204,2023-04-28T09:35:00+0530,1675.95,1677.4,1673.95,1675.5,261505
1205,2023-04-28T09:40:00+0530,1675.5,1678.5,1675.1,1677.8,161853
1206,2023-04-28T09:45:00+0530,1677.8,1678.9,1676.2,1677,131280
1207,2023-04-28T09:50:00+0530,1677,1678.5,1676.55,1678.45,109142
1208,2023-04-28T09:55:00+0530,1678.5,1678.5,1676,1677.5,134850
1209,2023-04-28T10:00:00+0530,1677.5,1679.5,1677.35,1677.85,162799
1210,2023-04-28T10:05:00+0530,1677.6,1678.05,1677,1677,64188
1211,2023-04-28T10:10:00+0530,1677,1677.2,1675.5,1675.6,107379
1212,2023-04-28T10:15:00+0530,1675.6,1676.8,1675.55,1676.6,39491
1213,2023-04-28T10:20:00+0530,1676.6,1678.2,1676.05,1677.75,77071
1214,2023-04-28T10:25:00+0530,1677.75,1678.45,1677.35,1678.3,69559
1215,2023-04-28T10:30:00+0530,1678.3,1678.5,1676.7,1676.75,57435
1216,2023-04-28T10:35:00+0530,1676.7,1676.75,1673.9,1674.65,198102
1217,2023-04-28T10:40:00+0530,1674.65,1675.5,1674.45,1674.8,86756
1218,2023-04-28T10:45:00+0530,1674.8,1677,1674.75,1675.75,48619
1219,2023-04-28T10:50:00+0530,1675.75,1676.6,1675.45,1676.4,54621
1220,2023-04-28T10:55:00+0530,1676.4,1677.4,1675.55,1676.95,127898
1221,2023-04-28T11:00:00+0530,1676.95,1677.75,1676.35,1676.8,99282
1222,2023-04-28T11:05:00+0530,1676.8,1677.75,1676.5,1677.3,66458
1223,2023-04-28T11:10:00+0530,1677.25,1677.5,1675.95,1676.4,63242
1224,2023-04-28T11:15:00+0530,1676.4,1677,1675.95,1676.15,38119
1225,2023-04-28T11:20:00+0530,1676.15,1676.15,1674.35,1675.2,39320
1226,2023-04-28T11:25:00+0530,1675.2,1676.85,1674,1675.1,525085
1227,2023-04-28T11:30:00+0530,1675.7,1676.9,1675,1675.55,331701
1228,2023-04-28T11:35:00+0530,1675.2,1676.8,1674.35,1676.35,131234
1229,2023-04-28T11:40:00+0530,1676.3,1676.3,1675.3,1675.5,50483
1230,2023-04-28T11:45:00+0530,1675.5,1675.5,1673.55,1674.5,82385
1231,2023-04-28T11:50:00+0530,1674.5,1676.9,1673.95,1676.75,81409
1232,2023-04-28T11:55:00+0530,1676.75,1677.3,1675.25,1676.1,163932
1233,2023-04-28T12:00:00+0530,1676.1,1678.1,1676.05,1676.8,207349
1234,2023-04-28T12:05:00+0530,1676.7,1676.9,1674.95,1674.95,354440
1235,2023-04-28T12:10:00+0530,1674.95,1675,1674,1675,276446
1236,2023-04-28T12:15:00+0530,1675,1675,1674.4,1674.4,93887
1237,2023-04-28T12:20:00+0530,1674.15,1675.85,1672,1673.8,636361
1238,2023-04-28T12:25:00+0530,1673.75,1677.75,1673.3,1677.65,438250
1239,2023-04-28T12:30:00+0530,1677.45,1678.3,1676,1677.5,464002
1240,2023-04-28T12:35:00+0530,1677.5,1678.4,1677.1,1678.2,147705
1241,2023-04-28T12:40:00+0530,1677.9,1679.2,1677.35,1679.2,62583
1242,2023-04-28T12:45:00+0530,1679.25,1679.7,1677.3,1678,79118
1243,2023-04-28T12:50:00+0530,1678,1680.85,1677.9,1680.2,149969
1244,2023-04-28T12:55:00+0530,1680.55,1681.35,1678.5,1678.7,95340
1245,2023-04-28T13:00:00+0530,1679.25,1681.5,1678.6,1679,112874
1246,2023-04-28T13:05:00+0530,1678.6,1680.6,1678.6,1678.95,47898
1247,2023-04-28T13:10:00+0530,1678.95,1679.5,1678.2,1678.7,54722
1248,2023-04-28T13:15:00+0530,1678.65,1679.75,1677.85,1679.75,49234
1249,2023-04-28T13:20:00+0530,1679.65,1680.8,1678.6,1679.45,334206
1250,2023-04-28T13:25:00+0530,1679.45,1681.4,1677.8,1677.8,466524
1251,2023-04-28T13:30:00+0530,1677.75,1679.4,1677.5,1678.05,179841
1252,2023-04-28T13:35:00+0530,1678.05,1678.95,1678,1678.9,24559
1253,2023-04-28T13:40:00+0530,1678.9,1679.85,1677.7,1679.4,76160
1254,2023-04-28T13:45:00+0530,1679.2,1680.75,1679,1680.35,176426
1255,2023-04-28T13:50:00+0530,1680.4,1681.5,1679.95,1681.5,176318
1256,2023-04-28T13:55:00+0530,1681.15,1681.9,1680.4,1680.4,94955
1257,2023-04-28T14:00:00+0530,1680.5,1682.15,1679.2,1679.35,226816
1258,2023-04-28T14:05:00+0530,1679.4,1679.95,1677.55,1679.95,197139
1259,2023-04-28T14:10:00+0530,1679.95,1680,1678.35,1678.5,114484
1260,2023-04-28T14:15:00+0530,1678.45,1679.35,1677.8,1678.9,74774
1261,2023-04-28T14:20:00+0530,1678.8,1678.9,1677.15,1677.8,39076
1262,2023-04-28T14:25:00+0530,1677.8,1679.8,1676.5,1679.35,92009
1263,2023-04-28T14:30:00+0530,1679.3,1682.05,1678.25,1680.25,433545
1264,2023-04-28T14:35:00+0530,1680.05,1683.6,1679.35,1682.6,143091
1265,2023-04-28T14:40:00+0530,1682.6,1685.7,1682.55,1685.7,124356
1266,2023-04-28T14:45:00+0530,1685.7,1686.05,1682,1682,177861
1267,2023-04-28T14:50:00+0530,1682,1683.7,1681.25,1681.25,220022
1268,2023-04-28T14:55:00+0530,1681.25,1682,1678.6,1678.6,247729
1269,2023-04-28T15:00:00+0530,1678.6,1687.55,1678.6,1686.7,450094
1270,2023-04-28T15:05:00+0530,1686.75,1688.85,1686.35,1688.5,253995
1271,2023-04-28T15:10:00+0530,1688.45,1689,1686.7,1686.9,181629
1272,2023-04-28T15:15:00+0530,1686.65,1690,1685.65,1689.35,279328
1273,2023-04-28T15:20:00+0530,1689.35,1690.9,1688.4,1690.8,253843
1274,2023-04-28T15:25:00+0530,1690.9,1691,1686.2,1687.15,169567
1275,2023-05-02T09:15:00+0530,1688.7,1693.05,1685.35,1692.4,359846
1276,2023-05-02T09:20:00+0530,1692.4,1695.8,1690.2,1694.85,214961
1277,2023-05-02T09:25:00+0530,1694.35,1697.55,1693.25,1697.55,147554
1278,2023-05-02T09:30:00+0530,1697.6,1697.95,1694.2,1694.6,205245
1279,2023-05-02T09:35:00+0530,1694.55,1697.95,1694.55,1695.65,130446
1280,2023-05-02T09:40:00+0530,1695.4,1696,1694.25,1695.9,124015
1281,2023-05-02T09:45:00+0530,1695.9,1698.4,1694.25,1696.8,436041
1282,2023-05-02T09:50:00+0530,1696.8,1697,1694.25,1697,478783
1283,2023-05-02T09:55:00+0530,1696.8,1697.4,1694.55,1697.4,131328
1284,2023-05-02T10:00:00+0530,1697.25,1698.9,1695.9,1696.85,217158
1285,2023-05-02T10:05:00+0530,1696.8,1698.7,1696.75,1698.25,95096
1286,2023-05-02T10:10:00+0530,1698.25,1698.75,1696.55,1696.9,89594
1287,2023-05-02T10:15:00+0530,1696.8,1697.5,1696.45,1696.65,49454
1288,2023-05-02T10:20:00+0530,1696.45,1696.65,1694.1,1694.25,130297
1289,2023-05-02T10:25:00+0530,1694.25,1695,1693.55,1694.4,72361
1290,2023-05-02T10:30:00+0530,1694,1694.5,1692.8,1694.5,106999
1291,2023-05-02T10:35:00+0530,1694.65,1694.8,1693.2,1693.9,101564
1292,2023-05-02T10:40:00+0530,1693.9,1693.9,1691,1692.9,104142
1293,2023-05-02T10:45:00+0530,1692.9,1695.25,1692.75,1694.15,144569
1294,2023-05-02T10:50:00+0530,1694.1,1696.1,1694.05,1695.3,236680
1295,2023-05-02T10:55:00+0530,1695.05,1696.4,1694.15,1695.25,146538
1296,2023-05-02T11:00:00+0530,1695.25,1696.5,1692.75,1693.05,219570
1297,2023-05-02T11:05:00+0530,1693.25,1694,1691.4,1692.75,399753
1298,2023-05-02T11:10:00+0530,1692.75,1693.15,1690,1691.4,222502
1299,2023-05-02T11:15:00+0530,1691.4,1694.2,1691.05,1694.2,240821
1300,2023-05-02T11:20:00+0530,1694.35,1694.55,1692.2,1693.5,161976
1301,2023-05-02T11:25:00+0530,1693.55,1695,1693.5,1694.4,101819
1302,2023-05-02T11:30:00+0530,1694.35,1694.35,1692.5,1693.75,34847
1303,2023-05-02T11:35:00+0530,1693.65,1693.8,1692.8,1693.1,20613
1304,2023-05-02T11:40:00+0530,1693.1,1695,1693,1694.75,53279
1305,2023-05-02T11:45:00+0530,1694.7,1695.6,1693.25,1695.55,94785
1306,2023-05-02T11:50:00+0530,1695.85,1696,1694.85,1695.25,56477
1307,2023-05-02T11:55:00+0530,1695.15,1695.45,1692.85,1693.45,73134
1308,2023-05-02T12:00:00+0530,1693.5,1694.5,1692.9,1693,82120
1309,2023-05-02T12:05:00+0530,1693,1693,1690.8,1692.35,110218
1310,2023-05-02T12:10:00+0530,1692.3,1695.6,1692.3,1695.35,141123
1311,2023-05-02T12:15:00+0530,1695.3,1696.75,1694.5,1696.1,307050
1312,2023-05-02T12:20:00+0530,1696.1,1696.7,1694.75,1694.9,81319
1313,2023-05-02T12:25:00+0530,1694.9,1696.9,1694.75,1696.2,86908
1314,2023-05-02T12:30:00+0530,1696.15,1696.85,1693.9,1694.85,193312
1315,2023-05-02T12:35:00+0530,1694.8,1694.85,1692.4,1693.6,256129
1316,2023-05-02T12:40:00+0530,1693.6,1694.25,1692.85,1694.2,55565
1317,2023-05-02T12:45:00+0530,1693.65,1694.65,1693.4,1693.75,65354
1318,2023-05-02T12:50:00+0530,1693.3,1694.6,1692.6,1694.4,91651
1319,2023-05-02T12:55:00+0530,1694.25,1696.7,1691.55,1695.5,575337
1320,2023-05-02T13:00:00+0530,1695.45,1696.1,1693.9,1694.45,136927
1321,2023-05-02T13:05:00+0530,1694.5,1694.5,1693,1693.35,108167
1322,2023-05-02T13:10:00+0530,1693.35,1693.35,1691.7,1691.85,182806
1323,2023-05-02T13:15:00+0530,1691.85,1693,1691.8,1692,110191
1324,2023-05-02T13:20:00+0530,1691.95,1692.6,1691.9,1692.4,65033
1325,2023-05-02T13:25:00+0530,1692.4,1692.4,1690.95,1691.35,108366
1326,2023-05-02T13:30:00+0530,1691.3,1691.5,1690.5,1691.5,200609
1327,2023-05-02T13:35:00+0530,1691.45,1691.5,1689.6,1691,187724
1328,2023-05-02T13:40:00+0530,1691,1694.4,1689.85,1692.25,421389
1329,2023-05-02T13:45:00+0530,1692.05,1692.8,1690.65,1692.55,545193
1330,2023-05-02T13:50:00+0530,1692.55,1693.7,1692.05,1693.1,313727
1331,2023-05-02T13:55:00+0530,1693.1,1695.9,1693.1,1693.4,320628
1332,2023-05-02T14:00:00+0530,1693.65,1694.05,1691.3,1691.35,281898
1333,2023-05-02T14:05:00+0530,1691.35,1693.4,1690.25,1692.35,378424
1334,2023-05-02T14:10:00+0530,1692.3,1692.65,1691,1691.7,344646
1335,2023-05-02T14:15:00+0530,1691.6,1691.7,1690.4,1690.85,118876
1336,2023-05-02T14:20:00+0530,1690.8,1691.55,1689.3,1690.9,165692
1337,2023-05-02T14:25:00+0530,1690.9,1693.6,1690.55,1693.5,214364
1338,2023-05-02T14:30:00+0530,1693.55,1694.25,1691.15,1691.3,318889
1339,2023-05-02T14:35:00+0530,1691.3,1693.85,1690.65,1691.35,440033
1340,2023-05-02T14:40:00+0530,1691.3,1694.05,1691.3,1691.75,391583
1341,2023-05-02T14:45:00+0530,1691.75,1692.5,1690.1,1690.3,183774
1342,2023-05-02T14:50:00+0530,1690.35,1691.25,1687,1690.6,152947
1343,2023-05-02T14:55:00+0530,1690.6,1692.4,1690,1692.15,356362
1344,2023-05-02T15:00:00+0530,1692.15,1692.8,1689.2,1690.45,339784
1345,2023-05-02T15:05:00+0530,1690.5,1690.6,1687.55,1690.35,414027
1346,2023-05-02T15:10:00+0530,1690.35,1692.7,1685.75,1685.75,547784
1347,2023-05-02T15:15:00+0530,1686.05,1686.65,1682.55,1684.05,540934
1348,2023-05-02T15:20:00+0530,1684.25,1687.5,1683.15,1683.8,324980
1349,2023-05-02T15:25:00+0530,1683.8,1684.95,1682.05,1682.9,219808
1350,2023-05-02T15:30:00+0530,1682.9,1682.9,1682.9,1682.9,0
